소재지전화	소재지면적	소재지전체주소	도로명전체주소	사업장명	좌표정보(x)	좌표정보(y)
	93.18	서울특별시 금천구 가산동 60-19 SJ테크노빌 B134호	서울특별시 금천구 벚꽃로 278, SJ테크노빌 지하 1층 B134호 (가산동)	에스지스페이스 원스타 커피 및 생맥주점	35.17761511186713	129.65341351228005
	80.42	전라북도 전주시 덕진구 송천동1가 596-25	전라북도 전주시 덕진구 송천4길 56-14, 1층 (송천동1가)	왓커피송천점	35.39046970073349	127.68552645156234
	73.44	강원특별자치도 춘천시 석사동 729-8	강원특별자치도 춘천시 후석로186번길 16, 1층 (석사동)	메가커피춘천애막골점	35.8552322949332	130.15511911261598
	88.9	대구광역시 수성구 황금동 838-12 제1동, 1층	대구광역시 수성구 동대구로29길 48, 제1동 1층 (황금동)	32커피(coffee)황금점	36.618289503850825	127.685406888137
053 7410964		대구광역시 수성구 범어동 431-3 1층	대구광역시 수성구 범어로 170, 1층 (범어동)	이케이커피서비스컴퍼니	36.62769022811507	127.71300230876118
	37.74	인천광역시 서구 원당동 0 아인시티 주차타워 상가동 112호	인천광역시 서구 발산로 6, 아인시티 주차타워 상가동 112호 (원당동)	커피사피엔스 검단아인시티점		
	67.56	경기도 용인시 기흥구 보라동 283-5 101호	경기도 용인시 기흥구 사은로84번길 5, 101호 (보라동)	메가커피 보라해링턴점	35.36691725349016	129.3861578383481
	52.8	경기도 김포시 구래동 6885-1 김포센트럴프라자2 109호	경기도 김포시 김포한강8로 386, 김포센트럴프라자2 1층 109호 (구래동)	메가커피 구래중앙점	34.96799959058929	129.84662898531025
	34.9	충청북도 진천군 덕산읍 두촌리 3147	충청북도 진천군 덕산읍 대월로 85, A동 118호	크로플덕오리아가씨 충북혁신도시점	35.71394296159076	128.96520458264268
	63.68	전라남도 순천시 장천동 18-20 가동	전라남도 순천시 장천3길 3, 가동 1,2층 (장천동)	메가커피순천터미널점	35.70192917952886	126.56834562316034
	32.37	전라북도 익산시 신동 786-25 1층	전라북도 익산시 동서로5길 97, 1층 1층 (신동)	하삼동커피 원광대점	35.2621220071938	127.80447663939246
	93.41	충청남도 당진시 송산면 유곡리 103-30	충청남도 당진시 송산면 송산로 840-2, 103호	세븐커피,호프	35.03939266038584	129.01856544177113
031766 4576	330.1	경기도 광주시 역동 340-4	경기도 광주시 문화로 43, H타워 2층 (역동)	브런치빈 경기광주점	35.47420942855947	129.57543076176432
	9.8	광주광역시 동구 장동 91	광주광역시 동구 장동로 2, 1층 (장동)	로타리커피	35.23475111565478	126.81500139261533
	45.36	서울특별시 노원구 상계동 734-3 노빌리안골드	서울특별시 노원구 노해로 452, 노빌리안골드 1층 103, 104호 (상계동)	커스텀커피 노원역점	35.311095772013324	129.8700755779729
	72.61	광주광역시 서구 화정동 1612 상가4동 지하1층 비101호	광주광역시 서구 화운로 24, 상가4동 지하1층 비 101호 (화정동, 유니버시아드 힐스테이트 3단지)	매머드익스프레스 광주화정	35.20389138757806	126.80882015192343
	17.51	서울특별시 용산구 이태원동 57-28	서울특별시 용산구 녹사평대로40길 57, 1층 (이태원동)	크로플덕오리아가씨 이태원점	35.259338806518386	129.72316567154226
	77.84	서울특별시 중구 수표동 99	서울특별시 중구 청계천로 100, 1층 (수표동)	카페아이엠티 을지로점	35.25799459560878	129.76339711079402
	78.12	제주특별자치도 서귀포시 강정동 232	제주특별자치도 서귀포시 월드컵로 14, 103호 (강정동)	코데인커피앙투라지(Codeine Coffee)	34.859229192414716	124.5115822547937
031 222 5111	80.71	경기도 수원시 권선구 권선동 965	경기도 수원시 권선구 권선로 620, 1층 일부호 (권선동)	메가커피 수원세류점	35.290360425302616	129.3905841898927
	28.33	서울특별시 광진구 구의동 31-17 1층 중앙 점포	서울특별시 광진구 자양로50길 9, 1층 중앙호 (구의동)	크로플덕 오리아가씨 아차산점	35.34144137817393	129.7474346115414
	58.56	서울특별시 마포구 연남동 241-77	서울특별시 마포구 성미산로29안길 27-12, 2층 (연남동)	갤러리 코랄 리프 커피	35.205908660003814	129.75946073444217
	98.46	경기도 화성시 남양읍 활초리 231-45	경기도 화성시 남양읍 고향의봄길 197-2, 호연빌딩1동 1층	퀸커피	35.139665032074596	129.28890027297575
031 832 1199	47.4	경기도 연천군 전곡읍 전곡리 336-56	경기도 연천군 전곡읍 전곡로144번길 6	햇빛(호프 앤 커피)	35.30770547551612	130.323284757958
	115.0	경기도 고양시 일산동구 백석동 1141-2 유니테크빌벤처타운 102(일부)호	경기도 고양시 일산동구 일산로 142, 유니테크빌벤처타운 1층 102(일부)호 (백석동)	커피인스페이스	35.10091462540954	129.8585121569595
	76.0	서울특별시 중구 신당동 369-9	서울특별시 중구 다산로 117, 1층 (신당동)	바나프레소 약수역점	35.27562914455916	129.7482114774453
	46.75	세종특별자치시 아름동 1327 마드리드R	세종특별자치시 아름서1길 13-1, 마드리드R 103호 (아름동)	수다커피	35.485450617079024	128.47968066486925
		부산광역시 연제구 거제동 1167-15 고성빌딩	부산광역시 연제구 법원로 2, 고성빌딩 1층 (거제동)	운커피 법조타운점	36.99967821482877	126.88332360120458
	82.37	서울특별시 마포구 상수동 264	서울특별시 마포구 토정로 135, 1층 (상수동)	조커커피	35.20875142044154	129.73492797595645
	60.92	서울특별시 마포구 성산동 253-14	서울특별시 마포구 성미산로1길 27, 1층 101호 (성산동)	우그커피(OOG)	35.19407814010124	129.75107952111043
051 581 1777	52.78	부산광역시 금정구 부곡동 305-2	부산광역시 금정구 부곡로 108, 1층 (부곡동)	메가커피 부산부곡점	37.01508123227887	126.92836645195277
031501 7666	56.88	경기도 안산시 상록구 건건동 535-1 한맥빌딩 1층 일부	경기도 안산시 상록구 건건로 123, 한맥빌딩 1층 일부 (건건동)	메가커피반월역점	35.19782172792183	129.44991327485155
	143.54	서울특별시 용산구 청파동2가 120-68	서울특별시 용산구 청파로 276, 2,3층 (청파동2가)	할리스 숙대입구점	35.24469914432771	129.73462688759759
	49.17	서울특별시 중구 묵정동 31-5	서울특별시 중구 퇴계로48길 32, 1층 (묵정동)	스몰스커피(SMALLS KOFFEE)	35.267257882717935	129.75608376629265
	45.48	인천광역시 중구 신흥동3가 35-7 메트로시티 101동 105-1호	인천광역시 중구 제물량로 24, 메트로시티 101동 1층 105-1호 (신흥동3가)	도리커피	34.98107344659186	129.62783143892128
031 7750747	99.97	경기도 양평군 단월면 삼가리 233-24	경기도 양평군 단월면 양동로 144-1, 1층	컵오브커피삼가리점	35.804180922795155	129.72676825524007
	65.03	서울특별시 관악구 신림동 1531-1	서울특별시 관악구 호암로24길 6, 지하1층 (신림동)	커피 더 알(COFFEE THE R)	35.216858407938226	129.64304953605307
	38.8	경기도 양주시 옥정동 966-5	경기도 양주시 옥정동로7다길 12-13, 121호 (옥정동)	데니스 커피 옥정점	35.333729463074704	130.0732173411865
062 654 8000	1525.0	광주광역시 남구 봉선동 1125-4 무등프라자 주월2차아파트	광주광역시 남구 봉선중앙로131번길 11, 2층 201,202,203호 (봉선동, 무등프라자 주월2차아파트)	쥬키식육식당,회직판장,커피	35.22438173361413	126.79483723977513
	178.2	서울특별시 구로구 고척동 333 하이리빙아파트	서울특별시 구로구 고척로 238, 101동 1층 2-1호 (고척동, 하이리빙아파트)	브루클린커피	35.156931418050014	129.68527968470684
	100.07	서울특별시 광진구 구의동 232-67 1층	서울특별시 광진구 자양로32길 32, 1층 (구의동)	원즈커피	35.33682530779592	129.7376040523346
	40.8	경상북도 경산시 중산동 632 힐즈스퀘어1 103호	경상북도 경산시 펜타힐즈로 74, 힐즈스퀘어1 103호 (중산동)	치타커피 2호점(펜타힐즈점)	36.697408725120276	127.67211806191507
055 325 0010	436.45	경상남도 김해시 장유동 842-1 ,  102호일부, 103호, 202호	경상남도 김해시 율하6로 55, 102호일부, 103호, 202호  (장유동)	쿼크커피바	36.79611407176602	126.85578572550571
	61.7	광주광역시 동구 지산동 476-7	광주광역시 동구 필문대로273번길 28-1, 1층 (지산동)	더리터 조대점	35.24133917933253	126.81058499311303
	15.3	제주특별자치도 제주시 일도일동 1220-2	제주특별자치도 제주시 중앙로7길 25, 1층 (일도일동)	윤아현커피	34.88363656987814	124.83385401066539
	69.3	서울특별시 동작구 사당동 263-11	서울특별시 동작구 사당로17길 87, 1층 (사당동)	페이지 1. 커피 앤 디저트(Page 1.coffee & dessert)	35.246891167040694	129.66436158380645
	100.12	전라북도 전주시 덕진구 반월동 243-2	전라북도 전주시 덕진구 쪽구름로 107, 1층 일부호 (반월동)	감성커피반월점	35.35661392260305	127.6989907066163
	71.38	전라북도 전주시 완산구 중화산동2가 432-76	전라북도 전주시 완산구 산월1길 24-3, 1층 (중화산동2가)	위쿠커피바	35.39507615043085	127.62556216094424
	67.76	전라북도 전주시 완산구 효자동2가 1229-6 수정빌딩	전라북도 전주시 완산구 홍산북로 13, 1층 103호 (효자동2가)	왓커피 효자점	35.38119694493151	127.63077869610325
	79.2	충청북도 제천시 강제동 854	충청북도 제천시 청풍호로10길 54, 드림프라자 202호 (강제동)	어터커피	36.23713461559693	129.25451918956188
	25.9	대전광역시 대덕구 오정동 175-38 103호	대전광역시 대덕구 한남로 39, 103호 (오정동)	크로플덕 오리아가씨 한남대점	35.63490259896136	128.28697758750423
	64.0	서울특별시 노원구 중계동 423-59 음광빌딩	서울특별시 노원구 덕릉로73길 15, 음광빌딩 1층 (중계동)	메가커피 중계중앙점	35.321962344753125	129.86876380859727
	73.22	대전광역시 중구 산성동 147-19 1층	대전광역시 중구 문화로33번길 22, 1층 (산성동)	아워커피	35.607809289567356	128.23772809318706
	109.63	대전광역시 유성구 추목동 88 지상1층	대전광역시 유성구 자운로 222, 해군대학본관 지상1층 (추목동)	마린스낵커피 자운대	35.57722648448781	128.36406409915327
	43.1	대전광역시 서구 월평동 387	대전광역시 서구 월평로13번길 50, 1층 일부호 (월평동)	체인스커피	35.58214586110951	128.29337669441458
	13.47	세종특별자치시 다정동 901	세종특별자치시 다정5길 83, 2층 일부호 (다정동)	크로플로	35.52782892945752	128.4454558211986
064 7455453	82.5	제주특별자치도 제주시 연동 1954-4	제주특별자치도 제주시 남녕로 32, 1층 (연동)	메가커피제주남녕점	34.84437917393369	124.80560397525532
	68.8	대전광역시 대덕구 비래동 127-8 A동 102호	대전광역시 대덕구 비래동로15번길 2, A동 1층 102호 (비래동)	플랜티 비래점	35.655489754080506	128.29323272603563
	33.48	대전광역시 대덕구 신탄진동 20-3	대전광역시 대덕구 대청로64번길 48, 1층 (신탄진동)	리엘커피	35.642589937283546	128.40981695675887
	280.37	서울특별시 중구 남대문로5가 541	서울특별시 중구 한강대로 416, 1층 (남대문로5가)	파스쿠찌 센트로서울점	35.24666053164098	129.74836787973052
	46.78	서울특별시 영등포구 여의도동 37 아일렉스	서울특별시 영등포구 의사당대로 108, 아일렉스 116호 (여의도동)	슈퍼커피 아일렉스점	35.20790548217101	129.7043937724652
	61.15	서울특별시 영등포구 대림동 1082-13 2020	서울특별시 영등포구 디지털로 343, 2020, 102호 일부 (대림동)	유아이커피(UI)	35.18876777014202	129.665137116031
	23.4	대전광역시 중구 대흥동 240-77 1층	대전광역시 중구 충무로 5, 1층 (대흥동)	램키드커피바(RAMKIDCOFFEEBAR)	35.63064666040116	128.24700708389307
	36.36	서울특별시 강남구 역삼동 700-3	서울특별시 강남구 언주로 514, 지상1층 (역삼동)	커피데스크 역삼점	35.30244514605712	129.688204009472
	68.17	서울특별시 마포구 연남동 383-90	서울특별시 마포구 동교로46길 42-20, 2층 (연남동)	웨이즈커피	35.208861294876634	129.75483760038412
	77.0	전라북도 전주시 완산구 풍남동2가 54-2	전라북도 전주시 완산구 한지길 40, 1층일부층,2층 (풍남동2가)	커피랑	35.42189654173892	127.6322831557185
	29.19	경기도 화성시 송동 726-1 라크몽 1층 E123호	경기도 화성시 동탄대로5길 21, 라크몽 1층 E123호 (송동)	컴포즈커피 동탄라크몽점	35.361394088114075	129.27787714726665
	62.12	전라남도 진도군 진도읍 남동리 500	전라남도 진도군 진도읍 남문길 35, 1층	메가커피 진도중앙점	34.68478159019209	126.01023461000905
		경기도 군포시 당동 899-15 1층 103호	경기도 군포시 봉성로 26, 1층 103호 (당동)	커피이십센치 군포점	35.23101709447894	129.49805864607222
	108.42	강원특별자치도 원주시 단구동 1648-3	강원특별자치도 원주시 단관길 109, 1층 (단구동)	도로커피2호단구점	36.03854627970671	129.49140763194563
	164.18	경상남도 밀양시 삼문동 715-6	경상남도 밀양시 미리벌중앙로 74, 1층 (삼문동)	바바번커피	36.728515716239656	127.24331750130372
	59.4	서울특별시 광진구 화양동 467-1 동일빌딩 1층 좌측 점포	서울특별시 광진구 광나루로 442, 동일빌딩 1층 좌측호 (화양동)	유나'스 커피(YUNA'S COFFEE)	35.33017939427823	129.73888239995338
		인천광역시 부평구 갈산동 94 인천 테크노밸리 U1 CENTER A동 104,105호 및 122,123호	인천광역시 부평구 주부토로 236, 인천 테크노밸리 U1 CENTER A동 1층 104,105호 및 122,123호 (갈산동)	파스쿠찌 인천테크노밸리점	35.05149281174188	129.69330273430464
	64.29	경상북도 구미시 봉곡동 303-3 1층 2동	경상북도 구미시 봉곡남로 77, 2동 1층 (봉곡동)	커피플래이버	36.35736949692683	128.05706667140632
	34.07	경기도 남양주시 별내면 청학리 350-3	경기도 남양주시 별내면 청학로114번길 33, 1층 일부(102)호	커피마시기좋은날	35.353983322123135	129.94247233516515
	144.75	경상북도 울진군 후포면 삼율리 250-42	경상북도 울진군 후포면 정실1길 48-7	커피이십센치	37.25283642068955	128.7494630525273
	39.05	경기도 고양시 덕양구 화정동 1148-1 예일프라자	경기도 고양시 덕양구 중앙로 628, 예일프라자 105호 (화정동)	메가커피 고양경찰서점	35.12947411332838	129.83221867463482
	66.0	제주특별자치도 제주시 노형동 1291-7	제주특별자치도 제주시 다랑곶4길 14, 1층 (노형동)	날쌘카페제주노형점	34.84371160828108	124.80260923437544
	95.7	경기도 용인시 처인구 김량장동 133-166	경기도 용인시 처인구 금령로99번길 11-1, 2층 일부호 (김량장동)	향수호프커피	35.441028857446994	129.3655120250706
031721 8988		경기도 성남시 중원구 하대원동 131-18 1층 일부호	경기도 성남시 중원구 둔촌대로 277, 1층 일부호 (하대원동)	메가커피 성남하대원점	35.389491409040836	129.599568522516
	57.72	서울특별시 구로구 구로동 801-35	서울특별시 구로구 도림로 8, 2층 (구로동)	샛별커피호프	35.17925222602708	129.6606157358539
	78.96	충청남도 아산시 배미동 28-2 1층 101호 102호	충청남도 아산시 배미로 123, 1층 (배미동)	커피타임(coffee time)	35.26563663730666	128.82450899184965
07086717195	100.2	서울특별시 영등포구 여의도동 45-1 SK증권빌딩	서울특별시 영등포구 국제금융로8길 31, SK증권빌딩 1층 (여의도동)	플래시커피(Flash Coffee)	35.21113441088141	129.7036730896489
	44.38	서울특별시 강북구 미아동 61-17	서울특별시 강북구 도봉로13가길 9-2, 1층 (미아동)	서나 커피앤타르트	35.28875480576168	129.8218741035365
033 554 5999	134.96	강원특별자치도 태백시 황지동 115-16	강원특별자치도 태백시 번영로 67, 지하1층 (황지동)	점프카페 태백점	36.868036926305564	129.32167648112917
	61.3	경기도 의정부시 신곡동 317-1	경기도 의정부시 동일로454번길 19, 지상1층 (신곡동)	메가커피 의정부신곡중앙점	35.310852224496465	129.9619126580116
	56.95	충청남도 천안시 동남구 안서동 226-20	충청남도 천안시 동남구 각원사길 50, 1층 (안서동)	메가커피천안안서점	35.42686042154188	128.86908996196928
	77.14	경기도 화성시 영천동 281 금강펜테리움 IX타워 근린생활시설 1층  M24호, M46호, M47호	경기도 화성시 동탄첨단산업1로 27, 금강펜테리움 IX타워 근린생활시설 1층 M24호, M46호, M47호 (영천동)	단마토커피&브런치	35.34807620352401	129.3310472900904
	70.22	서울특별시 종로구 평동 233 경희궁자이 3단지 3157호	서울특별시 종로구 경교장길 35, 3157호 (평동, 경희궁자이 3단지)	해피나우커피	35.24009588407031	129.76409222969022
	15.0	부산광역시 중구 동광동5가 16-247	부산광역시 중구 중구로 128, 2층 (동광동5가)	보고커피(BOGO COFFEE)중구청점	36.96919712294526	126.77986548307008
18993523		경기도 안양시 동안구 관양동 1019-5 W에이스타워	경기도 안양시 동안구 시민대로327번길 6, W에이스타워 1층 116호 (관양동)	주식회사 채소미담	35.2453891868621	129.5546520191326
	440.0	광주광역시 북구 용전동 1041-5 1~3층	광주광역시 북구 우치로 948, 1~3층 (용전동)	파스쿠찌용전디티점(DT)	35.205289153840994	126.93126532138778
	19.89	충청남도 당진시 신평면 운정리 960-4	충청남도 당진시 신평면 삽교천3길 10-19, 1층 125호	별별와플커피	35.14066410904988	128.9355780693324
	40.17	경기도 수원시 권선구 고색동 948 고색리치아노	경기도 수원시 권선구 오목천로152번길 60, 고색리치아노 1층 115호 (고색동)	토프레소 고색점	35.25774072639665	129.36662249279988
	70.2	경기도 수원시 영통구 망포동 485-14	경기도 수원시 영통구 영통로90번길 4-20, 1층 일부호 (망포동)	메가커피망포늘푸른벽산점	35.32406260091793	129.36363706136666
	164.0	대전광역시 서구 괴정동 110-9 미광빌딩	대전광역시 서구 갈마로 209, 미광빌딩 1층 일부호 (괴정동)	커피20센치 갈마사랑점	35.598471993243166	128.26865905860828
	48.57	경기도 안양시 만안구 안양동 18-1	경기도 안양시 만안구 경수대로1166번길 9, 상가 202동 1층 105호 (안양동)	메가커피 안양예술공원입구점		
	64.73	경기도 시흥시 정왕동 1288-2 동우디지털파크	경기도 시흥시 정왕천로 197, 동우디지털파크 A동 1층 156호 (정왕동)	발도스커피동우디지털파크점	35.06316646012977	129.46802414759773
	18.99	서울특별시 영등포구 영등포동4가 432-18	서울특별시 영등포구 영중로3길 3, 1층 (영등포동4가)	멀티앤커피	35.19368820618791	129.69950442921487
031 6967799	58.14	경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 101호	경기도 성남시 분당구 판교역로 235, 에이치스퀘어 엔동 1층 101호 (삼평동)	트러스트스페셜티커피(TRUST Specialty coffee) 판교점	35.35817856256286	129.5648798628001
	68.03	울산광역시 중구 성남동 234-1	울산광역시 중구 만남의거리 2, 1층 (성남동)	엠엠디커피(mmd coffee)	37.19421291045267	127.34507572273552
	33.28	서울특별시 강서구 마곡동 784-11 마곡오드카운티1차	서울특별시 강서구 강서로 429, 마곡오드카운티1차 106호 (마곡동)	커피콩나무	35.13956109586413	129.7550719071468
031 767 5847	40.48	경기도 광주시 고산동 352-2 더샵오포센트럴포레 111호	경기도 광주시 태성1로 14, 더샵오포센트럴포레 111호 (고산동)	메가커피 오포더샵점		
	38.61	경기도 화성시 산척동 727-2 1층 111호	경기도 화성시 동탄대로6길 9, 1층 111호 (산척동)	커피, 가온	35.36350756139477	129.2801934966189
	36.86	경기도 화성시 영천동 539-16 골든프라자 1층 113호	경기도 화성시 동탄영천로 81-5, 골든프라자 1층 113호 (영천동)	메가커피 동탄영천중앙점	35.35835507095167	129.32989370635613
	130.68	경기도 시흥시 대야동 531-1 국민은행시흥	경기도 시흥시 비둘기공원4길 9, 국민은행시흥 1층 104호 (대야동)	퍼스트커피랩(시흥대야점)	35.10316936986331	129.60728721425144
	59.0	전라북도 군산시 동흥남동 400-16	전라북도 군산시 팔마로 166, 1층 (동흥남동)	더리터(군산흥남점)	35.06781140720611	127.81837735668805
	50.9	충청남도 아산시 온천동 80-2 1층 일부	충청남도 아산시 온천대로 1531, 1층 (온천동)	7080커피	35.29159385876386	128.80494238028058
	39.0	서울특별시 관악구 봉천동 1521-34	서울특별시 관악구 장군봉2길 1, 1층 (봉천동)	더핸드 파스타 덮밥 커피	35.22164112569939	129.65824934167497
	307.4	서울특별시 강서구 내발산동 646-1 105호	서울특별시 강서구 공항대로 290, 1층 105호 (내발산동)	투썸플레이스 발산역사거리점	35.13988775676946	129.7479118327228
042 522 1110	130.5	대전광역시 서구 괴정동 87-15	대전광역시 서구 도솔로 312, 1층 일부호 (괴정동)	넘버원푸드&커피	35.601552949116694	128.26798651166138
		경기도 수원시 영통구 이의동 1325-3	경기도 수원시 영통구 센트럴타운로100번길 8, 에이(A)-타워 1층 104호 (이의동)	카페아에 광교점	35.31495572184765	129.4295509395973
	21.43	서울특별시 강서구 등촌동 73-1 금부빌딩	서울특별시 강서구 양천로 476, 금부빌딩 1층 (등촌동)	렬광커피	35.150565055931956	129.75265198425825
	35.0	서울특별시 송파구 장지동 895 송파와이즈더샵	서울특별시 송파구 위례광장로 270, 1층 G103호 (장지동, 송파와이즈더샵)	그라츠커피랩 위례점	35.383764434791544	129.65646967641328
		경기도 군포시 산본동 97-41 지하1층	경기도 군포시 군포로 765, 지하1층 (산본동)	역전커피숍	35.226100562146456	129.52569784053594
	91.7	경기도 성남시 중원구 여수동 464 1층	경기도 성남시 중원구 여수울로15번길 18-2, 1층 (여수동)	주식회사 커피더쏠	35.375329234591355	129.58757059561876
		서울특별시 서초구 방배동 863-4 삼흥빌딩	서울특별시 서초구 도구로 123-2, 삼흥빌딩 1층 (방배동)	벞커피로스터스(Buff Coffee Roasters)	35.25798978981113	129.6660229437543
	97.9	부산광역시 수영구 민락동 164-25	부산광역시 수영구 민락로34번길 12-2, 1~2층 (민락동)	테토커피(Teto coffee)	37.04099073978236	126.84492806875282
	134.77	전라북도 전주시 완산구 서신동 781 전주생명수교회	전라북도 전주시 완산구 백제대로 433, 1층 (서신동)	커피로드뷰 서신점	35.396619664325954	127.64847623229352
	60.0	서울특별시 마포구 망원동 338-54	서울특별시 마포구 동교로 47-6, 1층 101호 (망원동)	켈베로스커피바	35.193872632857044	129.74396313184133
	43.16	대전광역시 서구 만년동 150	대전광역시 서구 만년남로3번길 56, 지하1층 일부호 (만년동)	와이커피	35.59375671405378	128.30398139906447
	44.46	경기도 오산시 궐동 681-1 센트하임 114호	경기도 오산시 궐리사로 8, 114호 (궐동, 센트하임)	카페달링오산점	35.32022994186974	129.26815811943825
	39.12	인천광역시 미추홀구 주안동 898-14	인천광역시 미추홀구 경인로499번길 12-13, 102호 (주안동)	깡철커피	35.02655802301122	129.62635743262737
055 6331911	92.2	경상남도 거제시 거제면 서정리 199	경상남도 거제시 거제면 서정옥산길 32-2, 2층	동백에쏘피리언스(esso perience)	36.6085771566012	126.45813859492783
	53.3	경기도 용인시 기흥구 농서동 455 프리미엄원희캐슬 기흥서천	경기도 용인시 기흥구 서천로201번길 14, 프리미엄원희캐슬 기흥서천 L170호 (농서동)	더블루커피용인원희캐슬점	35.332893960913076	129.3543681552889
031 333 1661	192.91	경기도 용인시 처인구 역북동 551-10	경기도 용인시 처인구 용인대학로 102-2, 1층 (역북동)	어니스트	35.4143646802344	129.35718395112502
	108.9	서울특별시 중구 충무로2가 63-5	서울특별시 중구 명동8가길 22, 1층 (충무로2가)	메가커피 명동중앙점	35.25633114024609	129.75607585913812
	33.0	서울특별시 서대문구 북가좌동 347-43	서울특별시 서대문구 거북골로24길 1, 1층 가운데호 (북가좌동)	쓰리피스커피(Threepiececoffee)	35.19291914170647	129.77613804220536
	49.26	서울특별시 관악구 신림동 255-83 캠퍼스빌	서울특별시 관악구 대학14길 33, 캠퍼스빌 1층 (신림동)	커피앤토스트	35.21890491672021	129.63901406833816
	34.35	경기도 의정부시 호원동 418-3	경기도 의정부시 회룡로 145, 지상1층 (호원동)	크로플덕 오리아가씨 회룡점	35.30224379745028	129.9586943083464
		울산광역시 북구 송정동 1218-5 지상1층	울산광역시 북구 송정17길 2, 지상1층 (송정동)	샬로우커피울산송정점	37.22766462949749	127.40318673098552
	70.98	경기도 부천시 원미동 39-1 부천테크노밸리 U1 center 1층122호	경기도 부천시 조마루로385번길 92, 부천테크노밸리 U1 center 1층 122호 (원미동)	디벨롭커피랩	35.101893683302734	129.67717601424857
	63.9	경상북도 경주시 황남동 295	경상북도 경주시 포석로 1072-4 (황남동)	샬로우커피 황리단길점	37.09624726541506	127.69387985552831
	66.0	서울특별시 마포구 망원동 57-112	서울특별시 마포구 월드컵로17길 56, 1층 (망원동)	구스 커피앤바	35.19396100513537	129.74589337770234
	53.4	대구광역시 동구 율하동 884-9	대구광역시 동구 율하동로15길 73, 1층 (율하동)	카페달달 율하점	36.67550503387431	127.72008639139183
	101.75	충청북도 진천군 이월면 사곡리 470-49	충청북도 진천군 이월면 진광로 231, 101호	폴린커피	35.63859006593392	128.94122721726916
		경기도 안산시 단원구 고잔동 708 웅신아트프라자	경기도 안산시 단원구 광덕대로 161, 웅신아트프라자 6층 601호 일부 (고잔동)	브런치빈 안산점	35.13743875802274	129.44715271286736
	137.14	경기도 안산시 단원구 고잔동 539-19 송원빌딩 306호	경기도 안산시 단원구 고잔1길 37, 송원빌딩 306호 (고잔동)	쿠오레에스프레소 안산점	35.14404650543181	129.45638963412776
031 764 5279	199.36	경기도 광주시 초월읍 대쌍령리 181-12 2층	경기도 광주시 초월읍 경충대로 1274, 2층	시골칼국수손수제비	35.50079928619794	129.55270678445407
	66.0	제주특별자치도 제주시 연동 262-19	제주특별자치도 제주시 노연로 89, 1층 (연동)	메가커피신제주점	34.85133565161024	124.7999203274429
	23.0	서울특별시 강북구 미아동 325-29	서울특별시 강북구 솔샘로59길 17, 1층 103호 (미아동)	드리미커피(dreamy coffee)	35.28597418261161	129.82719839880113
	31.58	경기도 시흥시 정왕동 1859-6 신우프라자	경기도 시흥시 중심상가로 39, 신우프라자 1층 일부호 (정왕동)	정왕동커피	35.05172717348556	129.49575205001824
	254.33	충청북도 청주시 청원구 율량동 2015 105, 106, 107호	충청북도 청주시 청원구 충청대로 100, 105,6,7호 (율량동)	루트커피 율량점	35.684900529336744	128.67353797631083
031 353 1766	51.18	경기도 화성시 팔탄면 율암리 177-6	경기도 화성시 팔탄면 시청로 807, 2동 1층 일부	농부손수제비	35.18112296877212	129.27356278155864
064 794 1366	21.03	제주특별자치도 서귀포시 안덕면 사계리 3596	제주특별자치도 서귀포시 안덕면 사계신항로17번길 14, 상가동 1층 (오션캐슬)	해가커피(Haega Coffee)	34.70495144337444	124.5190803861511
	43.75	강원특별자치도 원주시 무실동 1641-4 무실동애드피아3	강원특별자치도 원주시 시청로 72, 무실동애드피아3 103호 (무실동)	메가커피원주무실중앙점	36.012635042477875	129.51047604836683
	93.16	서울특별시 용산구 한남동 684-1	서울특별시 용산구 이태원로54길 19, 1층 (한남동)	에이프릴커피	35.269719640992875	129.7269414776447
	28.06	경상북도 칠곡군 왜관읍 왜관리 230-33	경상북도 칠곡군 왜관읍 중앙로8길 5	플랜티	36.43282458791623	127.86492628043948
	176.08	강원특별자치도 정선군 사북읍 사북리 369-14	강원특별자치도 정선군 사북읍 사북중앙로 29-2, 1층	메가커피정선사북점	36.72844200975745	129.4098033856011
	40.93	경기도 남양주시 진접읍 팔야리 788-12	경기도 남양주시 진접읍 광릉내로 73-1, 1층 일부호	광릉커피·호프	35.42279788535747	129.98583289221907
0226621544	81.0	서울특별시 강서구 방화동 571-49 103호	서울특별시 강서구 양천로 85, 1층 103호 (방화동)	커피타임	35.11844895246773	129.76628906952465
031 9240313	74.97	경기도 고양시 일산서구 덕이동 609-5 1층 전체	경기도 고양시 일산서구 장자길 72-1, 1층 (덕이동)	커피스가모	35.06161452042173	129.91662846274255
	57.42	경기도 구리시 수택동 506-9	경기도 구리시 검배로 55, 1층 106호 (수택동)	메가커피 구리수택중앙점	35.38173060931742	129.8039179255653
02 3231225	61.81	서울특별시 서대문구 연희동 702-12	서울특별시 서대문구 증가로 82, 1층 (연희동)	본솔커피(연희점)	35.20906389019103	129.77058343457475
031 7171316	31.96	경기도 성남시 분당구 대장동 627-5 푸리마타워빌딩 1층 103호	경기도 성남시 분당구 판교대장로 92, 푸리마타워빌딩 1층 103호 (대장동)	메가커피 판교대장점		
