menu_id	ice_t_id	menu_t_id	stor_m_price	stor_m_name	stor_m_cal	stor_m_info	stor_m_img
145	1	0	4500	허니브레드	800	바삭하고 쫄깃하게 구워낸 빵에 달콤한 크림을 올려 즐기는 조화로운 베이커리 메뉴.	m_honbr_br.png
138	1	0	2200	핫도그	445	부드러운 빵 속에 쫄깃한 소시지를 넣어 알찬 한입을 완성한 베이커리 메뉴.	m_hdog_br.png
128	1	0	3500	감자빵	295	쫄깃한 빵 속 포슬포슬한 감자를 가득 담아낸 베이커리 메뉴.	m_pota_br.png
278	0	0	1800	딸기요거트 마카롱	226	딸기요거트 스무디를 연상하게 하는 상큼한 마카롱.	m_stryom_ck.png
278	0	1	1800	메가초코 마카롱	251	메가커피 시그니처 음료 메가초코를 모티브로 만든 초코맛 마카롱	m_mchoma_ck..png
278	0	1	1800	유니콘 프라페 마카롱	230	메가커피 인기 음료인 유니콘 프라페를 모티브로 만든 매지컬 비주얼 마카롱.	m_yupma_ck.png
278	0	0	1800	쿠키프라페 마카롱	240	메가커피 인기메뉴인 쿠키프라페를 모티브로 만든 달콤한 마카롱.	m_ckpm_ck.png
214	0	0	3000	소보로파이	650	바삭 고소 소보로파이	3_so_py.png
215	0	0	3000	에그파이	650	담백하고 맛있는 에그파이	3_egg_py.png
217	0	0	3000	과일타르트	489	과일로 장식된 타르트	3_frui_py.png
218	0	0	3000	초코아이스크림	150	달콤한 초코아이스크림	4_cho_ice.png
219	0	0	3000	딸기아이스크림	150	새콤한 딸기아이스크림	4_ddal_ice.png
221	0	0	3000	쿠앤크아이스크림	150	쿠키도 맛있는 쿠앤크 아이스크림	4_cnc_ice.png
222	0	0	3000	메론아이스크림	150	새롭게 맛있는 메론 아이스크림	4_mel_ice.png
223	0	0	3000	말차아이스크림	150	말차가 녹아있는 아이스크림	4_mal_ice.png
224	0	0	3000	모히또아이스크림	150	시원하게 맛있는 모히또아이스크림	4_mohi_ice.png
225	0	0	3000	얼그레이아이스크림	150	얼그레이의 맛을 느낄 수 있는 얼그레이아이스크림	4_ul_ice.png
226	0	0	3000	포도아이스크림	150	상큼한 포도아이스크림	4_grap_ice.png
227	0	0	3000	민트초코아이스크림	150	색다른 맛의 민트초코아이스크림	4_minco_ice.png
228	0	0	3000	초코볼아이스크림	150	오독오독 맛있는 초코볼 아이스크림	4_coball_ice.png
229	0	0	3000	레인보우아이스크림	150	눈도 입도 즐거운 레인보우 아이스크림	4_rain_ice.png
230	0	0	3000	피칸아이스크림	150	고소함을 그대로, 피칸아이스크림	4_pi_ice.png
231	0	0	3000	피스타치오아이스크림	150	일상에서 벗어나고 싶다면, 피스타치오아이스크림	4_pita_ice.png
232	0	0	3000	쌀아이스크림	150	부드럽게 달콤한 쌀 아이스크림	4_ssal_ice.png
233	0	0	3000	누텔라아이스크림	150	달달함이 두배로, 누텔라 아이스크림	4_nu_ice.png
234	0	0	3000	카라멜아이스크림	150	쫀쫀하게 달달한 카라멜 아이스크림	4_ca_ice.png
236	0	0	3000	체리아이스크림	150	체리의 맛이 느껴지는 체리아이스크림	4_che_ice.png
237	0	0	3000	레몬아이스크림	150	입안에서 사르르 녹는 레몬아이스크림	4_le_ice.png
3	0	0	3000	오레오초코스무디	675	엄청 달달한 초코시럽들이 들어간 단 음료	0_orocopo_su.png
