브랜드	상호	가맹점수	신규개점	계약종료	계약해지	명의변경	가맹점 평균매출액	가맹점 면적(3.3㎡)당 평균매출액
탭플레이(TAPLAY)	㈜프롬베이직컴퍼니	28	5	0	4	1	63,415	4,982
더노벰버 라운지	더노벰버(주)	0	0	0	0	0	0	0
카페온화	(주)카페온화	0	0	0	0	0	0	0
태산커피	태산CoffeeCompany	0	0	0	0	0	0	0
루즈폴	루즈폴(LUZPOL)	0	0	0	0	0	0	0
캔다방	캔다방	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
오우야에스프레소바	(주)엠비치오넴	0	0	0	0	0	0	0
오우야에스프레소바	(주)엠비치오넴	0	0	0	0	0	0	0
(주)엠비치오넴	0	0	0	0	0	0	0
오우야에스프레소바	(주)엠비치오넴	0	0	0	0	0	0	0
주식커피	(주)호수코리아	0	0	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
오들리샷	다우	0	0	0	0	0	0	0
카페인풀	(주)카페인풀	0	0	0	0	0	0	0
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
칸토(KANTO)	칸토(KANTO)	0	0	0	0	0	0	0
김준호의대단한커피	(주)대단한에프앤비	2	2	0	0	0	0	0
라바게트	(주)라바게트	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
복고다방	(주)에스엔인더스트리	34	16	0	2	0	0	0
파스쿠찌	(주)파리크라상	498	54	0	47	26	291,380	4,377
달리는커피	(주)달리는커피코리아	237	141	0	18	28	126,943	9,969
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
이분삼십초커피	(주)투앤써티	1	1	0	0	0	0	0
은행나무 그늘아래	(주)알겟지	0	0	0	0	0	0	0
우밀타(宇milta)	우밀타(宇milta)	0	0	0	0	0	0	0
더크로플	더크로플	1	1	0	0	0	0	0
프루츠모닝	(주)씨엠에프인터내셔널	0	0	0	0	0	0	0
프루츠모닝	(주)씨엠에프인터내셔널	0	0	0	0	0	0	0
프루츠모닝	(주)씨엠에프인터내셔널	0	0	0	0	0	0	0
프루츠모닝	(주)씨엠에프인터내셔널	0	0	0	0	0	0	0
룩앳더 바리스타	룩앳더바리스타	0	0	0	0	0	0	0
아아수혈	수혈컴퍼니	8	8	0	0	1	246,330	27,373
커피에 반하다 스마트카페	(주)커피에반하다	33	34	0	1	0	0	0
커피에 반하다 스마트카페	(주)커피에반하다	33	34	0	1	0	0	0
커피에 반하다 스마트카페	(주)커피에반하다	33	34	0	1	0	0	0
MONTEBI SEOUL (몬떼비 서울)	몬떼비서울	0	0	0	0	0	0	0
화 커피(WHA COFFEE)	(주)어뉴스토리	0	0	0	0	0	0	0
일월일일 커피하우스	일월일일에프앤비	0	0	0	0	0	0	0
카페 콘크리트	카페콘크리트	0	0	0	0	0	0	0
마지막커피	더라스트컴퍼니(주)	0	0	0	0	0	0	0
커피베이	(주)커피베이	577	78	14	77	26	102,560	4,760
만족커피	갱커피(GANGCOFFEE)	0	0	0	0	0	0	0
루메(LUME)	루메	0	0	0	0	0	0	0
고더커피	㈜고더컴퍼니	0	0	0	0	0	0	0
COFFEE PUCK	커피퍽바이미스터케이	0	0	0	0	0	0	0
도케비커피(DoKKeB Coffee)	㈜ 디케이비 에프엔비	0	0	0	0	0	0	0
켑트커피(kept coffee)	켑트커피(keptcoffee)	0	0	0	0	0	0	0
스템 커피(STEM COFFEE)	메가박스중앙(주)	0	0	0	0	0	0	0
퐁치커피익스프레스	(주)돌우물	0	0	0	0	0	0	0
마노핀	(주)엠피대산	2	0	7	0	0	41,699	2,527
와플스튜디오	와플스튜디오	0	0	0	0	0	0	0
천미리	천미리커피	2	2	0	2	0	0	0
카페투이	농업회사법인투이(주)	3	1	0	0	1	0	0
디에스랩(DS_LAB)	대상에프앤비(주)	0	0	0	0	0	0	0
소미담(SOMIDAM)	소미담	0	0	0	0	0	0	0
블루포트(BLUEPOT)	(주)로로	0	0	0	0	0	0	0
145씨오(145CO)	(주)지디스토리	4	4	0	0	0	0	0
카페우드진	(주)스테디웨이브	3	3	0	0	0	0	0
오우가	(주)디벨로펀	0	0	0	0	0	0	0
워크업커피	(주)워크업	0	0	0	0	0	0	0
카페아이엠티	(주)편안	28	2	0	2	1	206,284	10,120
그릭박스	요거디	0	0	0	0	0	0	0
그릭박스	요거디	0	0	0	0	0	0	0
아리스타	(주)아리스타	27	0	0	6	0	114,874	11,236
파란만잔	(주)파란만잔	5	5	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
엑스엑스 커피메이커	(주)엑스엑스	1	0	0	0	0	0	0
태그1.5커피	(주)케이더블유프랜차이즈	1	2	0	1	0	0	0
크레이저커피(C.Razer Coffee)	(주)크레이저커피그룹	31	8	0	2	0	79,175	2,746
퐁커피	(주)더모커피	0	0	0	0	0	0	0
수카페24	(주)정인	8	8	0	0	0	16,297	3,320
라떼떼	(주)엘에이치지	21	1	16	0	2	42,596	2,370
109커피	(주)109에프씨	0	0	0	0	0	0	0
카페인사계(Cafe in Sagye)	(주)민성	0	0	0	0	0	0	0
베이리프커피(BAYLEEF COFFEE)	(주)지제이케이홀딩스	9	5	0	0	1	78,082	9,370
록시드갸토(LOXID GATEAU)	(주)지제이케이홀딩스	10	1	0	6	0	83,470	2,894
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
커피나무	(주)커피나무	38	0	0	8	0	149,735	4,484
더달썸 스터디카페	썸앤썸에프앤비	0	0	0	0	0	0	0
씨티야	(주)엘에이치지	0	0	0	0	0	0	0
무니(mooni)	압구정무니(MOONI)	0	0	0	0	0	0	0
카페원플러스원	(주)카페원플러스원	39	1	0	7	3	49,725	1,512
보스턴커피(Boston Coffee)	㈜보스턴컴퍼니	0	0	0	0	0	0	0
아키라요이(AKIRAYOI)	아키라	0	0	0	0	0	0	0
METCHA(맷차)	맷차	2	0	0	0	0	0	0
코타커피(Cotta Coffee)	코타커피	0	0	0	0	0	0	0
맘스츄러스	맘스츄	0	0	0	0	0	0	0
디다인	(주)지에이엠	0	0	0	0	0	0	0
사이시옷커피	사이시옷커피	0	0	0	0	0	0	0
차차커피코	차차커피코	0	0	0	0	0	0	0
Blu Shaak(블루샥)	(주)단디코리아	90	77	0	0	5	194,633	9,601
필아웃커피	필아웃	0	0	0	0	0	0	0
텐퍼센트스페셜티커피	(주)더쉐프	244	118	0	0	23	220,718	16,327
그로우먼트	카페앤스터프체인본부	0	0	0	0	0	0	0
보미푸드	보미푸드	0	0	0	0	0	0	0
콜프로스터스	콜프컴퍼니	0	0	0	0	0	0	0
셀렉토커피	(주)맥스원이링크	201	0	7	36	22	100,761	5,287
No Back(노백)	(주)유니그램	0	0	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
카페 길우	카페(Cafe)길우낭월점	0	0	0	0	0	0	0
라스베이글	(주)애채	7	2	1	2	1	130,463	3,997
콩카페	㈜그린에그에프엔비	0	0	0	0	0	0	0
피에스씨(PSC)	피에스	0	0	0	0	0	0	0
그라츠커피랩(GRAZ COFFEE LAB)	그라츠커피랩	0	0	0	0	0	0	0
소보롱	(주)제이제이컴바인	4	0	1	1	0	0	0
모닝커피	모닝커피	0	0	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
욤카페	욤(Yom)	3	3	0	0	0	0	0
플랜티	플랜티황금점	0	0	0	0	0	0	0
봉명동내커피	(주)비엠디	54	33	0	0	7	249,508	19,698
맛있는커피	(주)맛있는수다	0	0	0	0	0	0	0
탐앤탐스커피(TOMNTOMS COFFEE)	(주)탐앤탐스	306	38	43	0	17	232,707	1,549
탐앤탐스커피(TOMNTOMS COFFEE)	(주)탐앤탐스	306	38	43	0	17	232,707	1,549
탐앤탐스커피(TOMNTOMS COFFEE)	(주)탐앤탐스	306	38	43	0	17	232,707	1,549
DARA DARA(다라다라)	다라다라	0	0	0	0	0	0	0
AWTA 에스프레소 바	(주)베모스	0	0	0	0	0	0	0
묵리459	묵리459	0	0	0	0	0	0	0
라오나카페	라오나컴퍼니(주)	2	3	0	1	0	242,078	10,111
카페드30W	(주)정명에프앤비	0	0	0	0	0	0	0
라크리마커피	(주)정명에프앤비	5	2	0	4	0	77,444	2,689
식물학	(주)팬텀인터내셔널	0	0	0	0	0	0	0
커피라빈트	커피라빈트	0	0	0	0	0	0	0
카페올데이	(주)네오	0	0	0	0	0	0	0
올데이커피	(주)네오	0	0	0	0	0	0	0
봄봄테이크아웃(봄봄TAKE-OUT)	(주)봄봄	370	95	14	0	0	153,930	13,856
Cafe109(카페109)	카페109	0	0	0	0	0	0	0
커피슈타인	삼정코리아	0	0	0	0	0	0	0
ANOTHERCOFFEE(어나더커피)	바른FC	0	0	0	0	0	0	0
몬트커피(Mond coffee)	(주)앵커트리	0	0	0	0	0	0	0
스위트제로	스위트제로(SWEETZERO)	7	3	0	0	0	0	0
올데이다방	(주)네오	0	0	0	0	0	0	0
디마노커피	디마노(Demano)	6	0	0	0	0	92,269	7,996
정글비	정글비	14	3	0	0	0	108,954	2,737
A LOT TO GO(어랏투고)	제로3커피로스터스	0	0	0	0	0	0	0
벨렘351	빌리프	0	0	0	0	0	0	0
스몰굿	한일인터내셔널(주)	9	9	0	0	1	169,579	18,175
펠어커피	펠어커피	13	4	0	0	0	161,417	11,059
지니프레쉬	지니프레쉬	0	0	0	0	0	0	0
카페홍(CAPHE HOANG)	엠아이비코리아	6	6	0	0	0	13,897	631
어보브(ABOVE)	어보브(ABOVE)	3	3	0	0	0	0	0
크로플덕	㈜브라더와이투케이	0	0	0	0	0	0	0
켄커피	켄커피(본점)	0	0	0	1	0	0	0
ARIA(아리아)	라라에프앤비	0	0	0	0	0	0	0
더크림(THE CREAM)	더크림	0	0	0	0	0	0	0
카페,달조리법	카페,달조리법(cafe,달조리법)	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
테이큰커피	테이큰커피	3	1	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
범퍼커피(BUMPER COFFEE)	(주)채선당	0	0	0	0	0	0	0
메타킹 커피 (METAKING COFFEE)	(주)탐앤탐스	0	0	0	0	0	0	0
Mr.toast(미스터토스트)	프랜차이즈그룹	0	0	0	0	0	0	0
커피다스1리터	㈜다다컴퍼니	31	22	0	0	0	76,259	3,980
메이플레져	(주)메이플래져	0	0	0	0	0	0	0
8PRESSO	(주)릴리즈테크	0	0	0	0	0	0	0
토리스타특별한커피	토리스타씨앤에스(toristarC&S)	13	1	1	0	1	69,591	2,284
테라커피(TERA COFFEE)	(주)테라커피	0	0	0	0	0	0	0
더리터(THE LITER)	(주)희천	355	81	6	7	33	169,399	10,933
9 BLOCK (나인블럭)	(주)에스디인터내셔날	1	1	0	0	0	0	0
날쌘카페	날쌘카페(주)	65	33	1	1	5	119,086	11,130
파운드커피	아리카페(R&D센터)	0	0	0	0	0	0	0
커피빅	(주)푸드랩	3	3	0	0	0	0	0
썬즈오렌지커피	(주)경성키친	0	0	0	0	0	0	0
영커피	(주)영투게더컴퍼니	0	0	0	0	0	0	0
카페월킨	(주)한고집	0	0	0	0	0	0	0
요거트판다	오제뉴어리	0	0	0	0	0	0	0
트루먼커피	카페마이플레이스	2	2	0	0	0	0	0
카페일루이스	카페마트(주)	30	0	5	1	3	39,509	1,960
조커커피(JOKER COFFEE)	커피신화(주)	1	1	0	0	0	0	0
조커커피(JOKER COFFEE)	커피신화(주)	1	1	0	0	0	0	0
만랩커피	(주)만랩	143	26	0	14	4	126,914	17,340
비맨션커피&토스트	(주)푸드죤	0	0	0	0	0	0	0
조커커피(JOKER COFFEE)	커피신화(주)	1	1	0	0	0	0	0
조커커피(JOKER COFFEE)	커피신화(주)	1	1	0	0	0	0	0
카페콘페스타	더존커피랩협동조합	0	0	0	0	0	0	0
봉남동커피	봉남동커피	6	6	0	0	0	93,371	6,320
별난커피	별난커피	6	0	0	0	0	123,755	9,497
베타테일	(주)올바룻가베	0	0	0	0	0	0	0
가배원COFFEE	(주)올바룻가베	0	0	0	0	0	0	0
왓커피	왓컴퍼니	8	5	0	0	0	152,194	8,036
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다	(주)커피에반하다	553	34	0	139	48	77,085	5,503
커피에 반하다 스마트카페	(주)커피에반하다	33	34	0	1	0	0	0
커피에 반하다 스마트카페	(주)커피에반하다	33	34	0	1	0	0	0
커피에 반하다 스마트카페	(주)커피에반하다	33	34	0	1	0	0	0
고아트커피	(주)루센트	0	0	0	0	0	0	0
커피바이브	(주)에버리치에프앤비	1	0	0	0	0	0	0
OPPA COFFEE(오피피에이 커피)	(주)엘리얼티개발	8	5	1	2	0	140,600	14,691
헤이키 커피	(주)헤이키컴퍼니	0	0	0	0	0	0	0
커피나뜨래	커피나뜨래	20	0	0	0	0	78,693	4,650
솔솔커피	솔솔컴퍼니	2	2	0	0	0	0	0
이디야커피	(주)이디야	3,005	218	0	88	198	180,331	6,264
아임일리터	㈜아임일리터	62	14	0	4	5	235,303	8,679
일커피(iL COFFEE)	일커피(주)	4	0	0	1	0	254,526	9,602
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
레이지앤코(LAZY & CO)	(주)케이디앤아이	2	2	0	0	0	0	0
올리버브라운 카페	(주)올리버브라운코리아	4	1	0	0	0	156,581	4,324
카페여기	카페여기	0	0	0	0	0	0	0
카페051(cafe051)	(주)공오일	195	65	0	2	29	175,845	15,213
기기커피	(주)비티브랜즈코리아	2	1	0	1	0	0	0
크로플 각	(주)눈사람	56	58	0	2	2	183,064	13,661
힐스커피(HILLS COFFEE)	(주)삼원글로벌	0	0	0	0	0	0	0
로켓커피	(주)에스컴퍼니	0	0	0	0	0	0	0
랭스터디카페(LANG STUDY CAFE)	(주)더뉴웨이스	45	17	0	6	0	132,552	1,749
카페리빈	(주)리빈코리아	16	3	0	3	0	100,737	4,636
에이그레이트카페	(주)에이그레이트	15	15	0	0	0	173,971	24,395
데일리커피	데일리티(주)	5	1	0	1	0	108,754	6,127
나리꼬모	(주)나리꼬모	6	6	0	0	0	0	0
장산다방	(주)아슬란	7	3	0	2	0	207,954	4,578
카페아슬란	(주)아슬란	3	0	0	0	0	0	0
댄싱컵(DANCINGCUP)	(주)위드런	12	12	0	0	0	188,175	13,961
Every Coffee(에브리커피)	에브리커피코리아	1	1	0	0	0	0	0
디오니 카페	(유)디오니	0	0	0	0	0	0	0
만월당	피에스피에프앤디㈜	0	0	0	0	0	0	0
더카페드림	(주)베리타스드림	0	0	0	0	0	0	0
디디디알 캔&보틀커피	(주)아인컴퍼니	0	0	0	0	0	0	0
블루빈스	(주)블루빈스커피	12	7	0	0	0	111,462	6,263
트러스트 스페셜티 커피	트러스트F&B(TRUSTF&B)	2	2	0	0	0	0	0
밀크로지	밀크로지에프앤비	3	3	0	0	0	0	0
미니빈커피	(주)바른생각바른컴퍼니	0	0	0	0	0	0	0
카페다빈치	(주)다빈치	4	0	0	0	0	0	0
코링	(주)훌랄라	0	0	0	0	0	0	0
커피아트	(주)훌랄라	0	0	0	0	0	0	0
베콩	(주)훌랄라	0	0	0	0	0	0	0
애니커피하우스	애니커피하우스	0	0	0	0	0	0	0
투썸플레이스	투썸플레이스(주)	1,330	143	0	31	85	506,059	8,758
라미떼	(주)가드니아	0	0	0	0	0	0	0
대한커피	(주)대한푸드	0	0	0	0	0	0	0
명륜커피	(주)명륜당	0	0	0	0	0	0	0
베러먼데이	베러먼데이코리아(주)	74	45	0	5	2	119,729	8,768
THE더맛있는과일&1L커피	(주)신아에프앤비	10	10	0	0	0	0	0
킁킁커피	(주)슬기로운커피생활	5	5	0	0	0	0	0
바소카페	바소	2	2	0	0	0	0	0
바리스케이(Bari’s K)	바리스케이	0	0	0	0	0	0	0
이륜당	(주)이음에프앤비	11	11	0	0	1	334,080	25,402
경성코페	(주)경성글로벌	13	0	0	1	0	140,711	2,169
라벨스하이디	(주)라벨스하이디	4	0	0	4	0	0	0
비거커피	(주)코리아케이푸드	1	0	0	0	0	0	0
우주라이크(WOULDULIKE)	(주)우주에프앤디	129	27	12	8	3	84,672	6,728
카페에이지이디(카페AGED)	(주)아티잔에프앤비	0	0	0	0	0	0	0
보니또커피	에스프레소코리아(주)	2	1	0	0	0	0	0
카페보니또	에스프레소코리아(주)	25	2	2	5	0	140,199	3,492
달.콤	(주)다날에프엔비	114	3	0	15	3	138,585	3,854
해리스카페	(주)해리스	0	0	0	0	0	0	0
카페온유	(주)온유에프엔비	5	3	0	0	2	93,769	7,766
뉴플레이스커피	(주)뉴플레이스에프엔비	0	0	0	0	0	0	0
포트캔커피 PORT CAN COFFEE	(주)포트코퍼레이션	26	26	0	0	0	0	0
더웨이닝커피(THE WAIN-ING COFFEE)	(주)웨이닝코리아	41	8	1	0	1	151,973	5,170
카페두지익스프레스	제이에스컴퍼니	2	2	0	0	0	0	0
라센다 커피	(유)다빈	4	1	0	1	0	0	0
맥켄지커피	맥켄지	4	1	0	1	0	0	0
베스트빈	(주)에스에이치네트웍스	25	0	0	1	0	56,696	2,611
요거프레소	(주)현진홀딩스	541	29	89	0	7	77,230	5,244
할리스/할리스커피	(주)케이지할리스에프앤비	453	29	19	41	25	271,917	4,864
로건커피	(주)디저트팩토리	1	1	0	0	0	0	0
밸라다(BELLADA)	밸라다부산본점	0	0	0	0	0	0	0
컴포즈커피(COMPOSE COFFEE)	(주)컴포즈커피	1,285	573	12	1	133	250,746	17,886
카페띠아모	(주)베모스	72	0	26	0	2	59,141	2,145
이수페	카페이수페	0	0	0	0	0	0	0
듀코비라운지	㈜듀코비	1	1	0	0	0	0	0
쿠오레(Cuore)	(주)쿠오레	2	0	0	0	0	0	0
킹사이즈커피	킹사이즈커피	2	2	0	0	0	0	0
브루원츠(brewants)	깡통시장바리스타PTG	1	1	0	0	0	0	0
청자다방	(주)청자다방	123	15	9	0	24	113,894	6,071
아프리카커피초콜릿	(주)아프리카커피가게앤학원	9	0	0	0	1	73,687	2,225
커피마마	티에고(주)	154	1	9	20	10	62,131	3,669
카페암브레	(주)초심에프앤씨	0	0	0	0	0	0	0
킹스더킹	(주)국민키친	0	0	0	0	0	0	0
커피마마퀸	티에고(주)	44	34	0	1	2	121,968	9,949
그린힐 커피	(주)조율파트너스	0	0	0	0	0	0	0
브루미니	(주)판에프앤비	0	0	0	0	0	0	0
펀구공카페	펀구공카페(fungoogongcafe)	0	0	0	0	0	0	0
그림카페	(주)텔러스테크	4	2	0	0	0	143,739	232
바빈스	(주)퍼스트에이엔티	41	8	6	17	0	126,531	6,654
야한다방	야한식당	1	1	0	0	0	0	0
더리치스카페	(주)씨케이푸드인터내셔널	0	0	0	0	0	0	0
타래커피1998	(주)느낌1998	0	0	0	0	0	0	0
아이커피(i coffee)	(주)우남에프앤씨	0	0	0	0	0	0	0
카페데베르	(주)카페데베르	2	0	0	0	0	0	0
디커피	디커피:DCOFFEE	0	0	0	0	0	0	0
카페빈스킹	(주)카페빈스킹	0	0	0	0	0	0	0
텐퍼센트스페셜티커피	(주)텐퍼센트스폐셜티커피	79	60	0	0	4	231,636	15,233
카페0.9(CAFE0.9)	(카페09)CAFE09	0	0	0	0	0	0	0
아틀리에빈	아틀리에빈(주)	35	1	0	7	5	121,139	2,873
진심커피	(주)진심코리아	10	5	0	0	1	150,197	14,600
루아 푸푸 커피	(주)루아	13	13	0	0	0	215,897	18,097
와우커피	(주)와우에프앤에스	0	0	0	0	0	0	0
텀브커피	(주)위드텀브	35	2	0	5	6	98,682	6,856
오늘도, 카페일리터	카페일리터	60	15	6	3	11	216,760	19,954
메가보틀	메가보틀	6	6	0	0	0	0	0
헤이트먼데이(HATE MONDAY)	헤이트먼데이	4	3	0	1	0	0	0
스프링캔	마그네이트코리아	5	5	0	0	0	31,406	2,094
언더커피(under coffee)	언더커피	0	0	0	0	0	0	0
유동커피	(주)유동커피	17	5	2	0	0	303,633	7,297
아비아채	(주)만파식적	4	2	0	0	0	0	0
카페천국	(주)더홍	29	18	0	5	0	265,091	17,946
평화다방	(주)그레닉스	2	4	0	2	0	0	0
빌리엔젤	(주)그레닉스	37	7	0	8	5	353,330	10,178
앤더스커피(anduscoffee)	(주)에스엠홀딩스	3	1	0	0	0	0	0
빵오드	유니트렌드	0	0	0	0	0	0	0
파머스빈	(주)어반파머스	13	3	0	0	0	220,843	12,248
베베아뜰	베베아뜰	0	0	0	0	0	0	0
릴렉스라운지	(주)오리지날스푼	0	0	0	0	0	0	0
머그디저트랩	(주)머그	0	0	0	0	0	0	0
티모르 커피	(주)에스티인더스트리	0	0	0	0	0	0	0
caffe-Potluck(카페포트럭)	(주)더블유디	0	0	0	0	0	0	0
카페치미	홍익	0	0	0	0	0	0	0
히코코	(주)히코코	0	0	0	0	0	0	0
오프커피	(주)에이치제이에이치코리아	0	0	0	0	0	0	0
뉴팜커피	(주)타이거슈가코리아	0	0	0	0	0	0	0
더치앤빈	(주)진심코리아	121	9	0	14	7	128,102	8,220
벌크커피(BULK COFFEE)	(주)벌크커피	173	47	4	0	24	152,549	8,356
비결카페	(주)브랜딩컴퍼니	0	0	0	0	0	0	0
한선생커피(COFFEE MASTER HAN)	한선생커피	0	0	0	0	0	0	0
디디커피	(주)맛있는향기	17	18	0	1	0	42,892	2,270
광부커피	(주)바오밥아이엔씨	0	0	0	0	0	0	0
고더커피	고더커피	0	0	0	0	0	0	0
커피다운 (Coffee Down)	(주)기영에프앤비	0	0	0	0	0	0	0
열혈카페	열혈카페	0	0	0	0	0	0	0
한빵울	(주)장보고식자재마트	5	4	0	1	0	66,446	4,921
오토카페 (AUTO CAFE)	오토카페(AUTOCAFE)	5	3	0	0	0	18,771	1,443
벨라빈스커피	(주)놀부	4	0	0	0	0	0	0
감성커피	(주)비브라더스	253	83	0	29	0	83,694	6,125
버블엔젤(Bubble Angel)	(주)버블엔젤	0	0	0	0	0	0	0
메가MGC커피(MEGA MGC COFFEE)	(주)앤하우스	1,593	417	0	8	115	328,912	20,250
핸델앤그레텔	(주)핸델과그레텔	0	0	0	0	0	0	0
슈퍼브카페	(주)삼청동	1	1	0	0	0	0	0
부릉카페	부릉카페	0	0	0	0	0	0	0
드립드랍(DRIPDROP)	(주)드립드랍	0	0	0	0	0	0	0
커피볶는집	(주)커피볶는집	3	0	0	0	0	0	0
카페마엔코	카페마엔코	1	1	0	0	0	0	0
엑스오엑스오 핫도그앤커피	(주)메가쓰리팝	120	0	8	0	13	36,930	356
온리비커피(Only B COFFEE)	(주)온리비컴퍼니	4	1	0	0	0	0	0
차뜨라므	㈜디저트플러스	0	0	0	1	0	0	0
백억커피	(주)오가다	0	0	0	0	0	0	0
우리동네라운지	(주)우리동네라운지	0	0	0	0	0	0	0
히즈빈스(HISBEANS)	(주)향기내는사람들	9	2	0	2	0	114,893	9,263
도노텀블	(주)도노텀블	10	1	3	2	0	98,776	4,971
쿼드커피(QUAD COFFEE)	(주)쿼드코리아	6	6	0	0	0	285,905	8,663
파라노이드	(주)돌우물	0	0	0	0	0	0	0
프레쉬앤리프레쉬(fresh&refresh)	(주)와글	0	0	0	0	0	0	0
45초 커피	(주)씨에이치제이	0	0	0	0	0	0	0
라고바움	(주)라고바움	0	0	0	0	0	0	0
바오빙	(주)바오빙	2	1	0	0	1	320,028	14,543
미드테이블커피 (MIDT COFFEE)	미드테이블	4	4	0	0	0	0	0
카페 인기가요	㈜아이브이엔코리아	0	0	0	0	0	0	0
지구별관	(주)투애니시스템(2NESystem)	0	0	0	0	0	0	0
카페홈즈(Caf? Homes)	(주)에이치큐코리아	0	0	0	0	0	0	0
슈퍼커피	(주)슈퍼커피	24	2	3	2	0	96,136	8,193
페어런츠	페어런츠	3	3	0	0	0	0	0
원퍼밀커피	(주)원퍼밀	0	0	0	0	0	0	0
랑데자뷰(RENDEJAVOUS)	(주)랑데자뷰	40	16	2	0	0	360,616	3,692
이너리트	(주)더빌드	1	1	0	0	0	0	0
커피는	(주)장스푸드	0	0	0	0	0	0	0
마일로(MILO)	(주)마일로	9	9	0	0	0	251,000	26,421
콘레드커피	(주)케이디즈	16	2	0	3	1	105,884	12,429
카페로즈비카	카페로즈비카	1	1	0	0	0	0	0
하이즈커피	(주)펀하이즈	1	1	0	0	0	0	0
브이카페	(주)브이앤케이코퍼레이션	3	0	0	1	0	0	0
모캄보	(주)마스터코리아	17	2	0	6	0	119,176	2,326
커피 로드뷰	(유)올드브릭컴퍼니	0	0	0	0	0	0	0
백금당	백금당	30	9	0	0	0	144,424	4,729
GREENY DAY	(주)첫걸음푸드앤컬쳐	0	0	0	0	0	0	0
