소재지전화	소재지면적	소재지전체주소	도로명전체주소	사업장명	좌표정보(x)	좌표정보(y)	매장구분ID	매장사진	법정동코드
032 777 9920	51.0	인천광역시 중구 북성동1가 98-442번지	인천광역시 중구 월미문화로 47 (북성동1가)	더카페소울	37.47420301846031	126.59451776955262	28	f_the.jpg	2811013800.0
032 212 6384	59.92	인천광역시 연수구 청학동 485-1번지 지상1층	인천광역시 연수구 청명로3번길 8-7 (청학동,지상1층)	물레방아	37.416978797909316	126.67116319483921	311	f_mulle.jpg	2818510400.0
	35.38	인천광역시 남동구 간석동 206-8 1층 1호	인천광역시 남동구 남동대로884번길 9, 1층 일부호 (간석동)	뽀빠이커피(Popeye Coffee)	37.46152718436705	126.70611252792096	0	0_some_gae.jpg	2820010200.0
032 930 9000	201.97	인천광역시 강화군 길상면 선두리 산 343-2	인천광역시 강화군 길상면 장흥로 217, 전망대 3층	탐앤탐스(강화씨사이드리조트점) 전망대 3층	37.6180017265658	126.49549684890997	18	f_tom_toms.jpg	2871033000.0
032 818 3425	28.49	인천광역시 연수구 연수동 601-8 지상1층	인천광역시 연수구 샘말로 15-1, 지상1층 (연수동)	호구커피	37.4122837227198	126.67505294811214	0	0_nerdy_gae.jpg	2818510300.0
	136.4	인천광역시 강화군 강화읍 신문리 1-15번지	인천광역시 강화군 강화읍 강화대로 401-1 (지하~2층)	투썸플레이스 인천강화점	37.74672261856604	126.4827507832004	3	f_twosome.jpg	2871025000.0
7774040	169.72	인천광역시 중구 북성동1가 98-432	인천광역시 중구 월미문화로 53, 2~옥상층 (북성동1가)	유령치즈조개&활어회 무한리필 더벤티	37.47362073139422	126.5941833425019	6	f_the_venti.jpg	2811013800.0
	70.0	인천광역시 중구 북성동2가 11-13번지	인천광역시 중구 차이나타운로44번길 31-7 (북성동2가)	커피마시는 다락방	37.47535755520193	126.61489654390107	0	0_care_gae.jpg	2811013900.0
	97.87	인천광역시 연수구 옥련동 526-6번지 (지상1층)	인천광역시 연수구 대암로 45 (옥련동,(지상1층))	골드커피&라이브	37.41823558126874	126.65135403361447	0	0_danke_gae.jpg	2818510100.0
032 569 2659	74.75	인천광역시 서구 신현동 279-5	인천광역시 서구 율도로77번길 37 (신현동, 279-5)	백억커피 인천신현점	37.517073744083234	126.66792439279102	507	p_10bill.jpg	2826010900.0
	31.2	인천광역시 연수구 연수동 582-2번지 연수1차시영근로복지아파트401동	인천광역시 연수구 원인재로 216 (연수동, 582-2연수1차시영근로복지아파트401동103호)	너트커피	37.41483259747231	126.68522612524343	0	0_stum_gae.jpg	2818510300.0
	18.0	인천광역시 강화군 강화읍 신문리 139-1번지	인천광역시 강화군 강화읍 강화대로 421, 1층	맥켄지 커피(인천강화점)	37.74768370714078	126.48119862781532	0	0_musto_gae.jpg	2871025000.0
	54.0	인천광역시 서구 청라동 83-1 청라국제 업무단지 센텀 대광로제비앙 708동 101호	인천광역시 서구 비즈니스로 166, 708동 101호 (청라동, 청라국제 업무단지 센텀 대광로제비앙)	(sonder coffee)손더커피	37.538091958242354	126.62029165292644	0	0_imp_gae.jpg	2826012200.0
032 933 0876	47.25	인천광역시 강화군 강화읍 관청리 436-1번지	인천광역시 강화군 강화읍 동문안길 23, 1층	조 커피 랩(JOE COFFEE LAB)			0	0_care_gae.jpg	2871025000.0
	93.14	인천광역시 연수구 연수동 604-3번지 지상1층	인천광역시 연수구 샘말로21번길 14-13 (연수동,지상1층)	디초콜렛커피(DE CHOCOLATE COFFEE)	37.413519914063976	126.67528642432438	0	0_qu_gae.jpg	2818510300.0
032933 6677	43.2	인천광역시 강화군 삼산면 매음리 636-11	인천광역시 강화군 삼산면 삼산남로828번길 26	물레방아	37.686748493054104	126.31689355467755	311	f_mulle.jpg	2871041000.0
7627927	144.61	인천광역시 중구 인현동 24-18	인천광역시 중구 우현로90번길 19-8, 1층 (인현동)	토니 커피 하우스	37.47392411269509	126.62841059781923	0	0_passed_gae.jpg	2811013600.0
032 5059293	80.84	인천광역시 부평구 일신동 126-39번지	인천광역시 부평구 일신로 32 (일신동)	더카페 미야기	37.48203088736367	126.74264513840505	28	f_the.jpg	2823710800.0
032 5281746	79.06	인천광역시 부평구 부평동 756-61 지하1층	인천광역시 부평구 경인로 871, 지하1층 (부평동)	수향커피호프	37.48508081852749	126.71421958303908	0	0_mile_gae.jpg	2823710100.0
		인천광역시 미추홀구 주안동 18-12번지	인천광역시 미추홀구 석정로 419 (주안동)	물레야	37.46691920559695	126.67937116003975	311	f_mulle.jpg	2817710500.0
032 507 8511	132.75	인천광역시 부평구 청천동 11-38	인천광역시 부평구 청중로 71 (청천동)	빈티지커피(Vintage Coffee)	37.517668094278186	126.70229863461509	0	0_danke_gae.jpg	2823710400.0
032 934 2004	151.0	인천광역시 강화군 강화읍 관청리 185	인천광역시 강화군 강화읍 동문안길20번길 5	커피 앤 소울	37.748094527080134	126.48422128423324	0	0_tres_gae.jpg	2871025000.0
		인천광역시 부평구 산곡동 124-25 112호	인천광역시 부평구 안남로 261 (산곡동,112호)	빽다방 인천산곡푸르지오점	37.506181592468444	126.7056930871057	5	f_paiks.jpg	2823710300.0
032 746 2661	115.7	인천광역시 중구 운서동 2806-1 뉴에어포트오피스텔 1층	인천광역시 중구 영종대로 118, 1층 (운서동, 뉴에어포트오피스텔)	카페베네 운서역점	37.4948296480218	126.48934351765226	23	f_caffebene.jpg	2811014700.0
	86.46	인천광역시 서구 마전동 915-6	인천광역시 서구 검단로487번길 15 (마전동)	물레방아	37.60376156506375	126.65612401511189	311	f_mulle.jpg	2826011300.0
032 502 5505	64.58	인천광역시 부평구 삼산동 388-15 ,16	인천광역시 부평구 영성서로 35-10 (삼산동,,16)	컴포즈커피 부평미래타운점	37.521257654953246	126.73950965589137	4	f_compose.jpg	2823710500.0
052247 2593	106.6	울산광역시 중구 태화동 765-9번지	울산광역시 중구 태화강국가정원길 107 (태화동)	부림해물손수제비	35.551908745971126	129.28418208192636	560	p_sonsu.jpg	3111011100.0
	51.63	울산광역시 중구 반구동 643-4번지	울산광역시 중구 반구정6길 30-13, 1층 (반구동)	커피밭	35.55667176676133	129.34266559472943	0	0_avelop_gae.jpg	3111011800.0
052 257 1536	42.74	울산광역시 남구 신정동 862번지 (지상1층)	울산광역시 남구 중앙로64번길 15 (신정동,(지상1층))	더치앤빈울산수암점	35.52758766678131	129.3157994161508	34	f_dutch_bean.jpg	3114010400.0
052 225 1888	40.67	울산광역시 중구 태화동 941-9	울산광역시 중구 태화강국가정원길 23 (태화동)	카페원플러스원	35.55471142255858	129.2754268046246	75	f_onepone.jpg	3111011100.0
	183.6	울산광역시 남구 두왕동 91-4번지	울산광역시 남구 남부순환도로626번길 8 (두왕동)	디앤유커피팩토리	35.517013921713165	129.30490099382655	794	0_gyuel_gae.jpg	3114010300.0
052 266 7520	92.82	울산광역시 남구 옥동 267-3번지 (지상1층)	울산광역시 남구 대공원입구로9번길 3 (옥동, (지상1층))	부림해물손수제비칼국수	35.53280311535759	129.29053866741228	560	p_sonsu.jpg	3114010200.0
052 249 1888	85.46	울산광역시 중구 태화동 726-10번지	울산광역시 중구 태화강국가정원길 139 (태화동)	카페원플러스원	35.55042085437628	129.28739970752017	75	f_onepone.jpg	3111011100.0
052 2662112	86.83	울산광역시 남구 옥동 263-4번지	울산광역시 남구 대공원입구로21번길 17, 1층 (옥동)	브릭스커피	35.53397516563611	129.28959335336816	0	0_noplan_gae.jpg	3114010200.0
052 271 9955	39.6	울산광역시 남구 야음동 747-26	울산광역시 남구 신선로 79, 지상1층 (야음동)	하삼동커피야음점	35.521991444638424	129.31825096684136	13	f_hasamdong.jpg	3114010800.0
	190.01	울산광역시 남구 옥동 154-4번지	울산광역시 남구 문수로 385, 지상1층 (옥동)	커피펍스울산옥동점	35.53468475953094	129.29269639132568	337	f_pups.jpg	3114010200.0
052 227 5232	52.08	울산광역시 남구 옥동 591-9	울산광역시 남구 문수로327번길 3, 1층 (옥동)	텐퍼센트스페셜티커피 옥동법원점	35.53568270915444	129.2862563184853	21	f_10percent.jpg	3114010200.0
	30.5	울산광역시 남구 야음동 694-130번지	울산광역시 남구 수암로 149, 지상1층 (야음동)	커피마루	35.52711819465302	129.3205772719349	0	0_12m_gae.jpg	3114010800.0
052 261 7009	40.0	울산광역시 남구 달동 717 1층 101호	울산광역시 남구 신정로 27, 1층 101호 (달동)	더벤티울산달동점	35.53434993244564	129.31935886286854	6	f_the_venti.jpg	3114010500.0
	47.11	울산광역시 남구 무거동 484-8번지	울산광역시 남구 문수로75번길 4-9, 1층 (무거동)	톡시커피로스터즈	35.53935666405539	129.25964337803507	0	0_112_gae.jpg	3114010100.0
	36.26	울산광역시 남구 삼산동 181-6 1층	울산광역시 남구 정동로118번길 25, 1층 (삼산동)	다우너커피(DOWNER COFFEE)	35.54418698619415	129.34446334310584	0	0_qooang_gae.jpg	3114010600.0
052 212 1124	91.63	울산광역시 중구 태화동 482-4	울산광역시 중구 태화강국가정원길 199 (태화동)	몰타르	35.5498855979047	129.29355643509874	135	f_malta.jpg	3111011100.0
052 245 4932	170.7	울산광역시 중구 성안동 244 중구 문화의 전당	울산광역시 중구 종가로 405, 문화의전당 3층 (성안동)	문화의전당 더카페	35.5671966766136	129.31869600025195	28	f_the.jpg	3111010900.0
033 242 0807	163.8	강원특별자치도 춘천시 사농동 365번지	강원특별자치도 춘천시 영서로 2938, 1층 (사농동)	투썸플레이스춘천사농점(2)	37.913888610046335	127.71942518037687	3	f_twosome.jpg	5111011900.0
033 661 9878	108.6	강원특별자치도 강릉시 주문진읍 주문리 675	강원특별자치도 강릉시 주문진읍 해안로 1935	카페베네(주문진점)	37.90233651976529	128.82647175764407	23	f_caffebene.jpg	5115025000.0
033 7480902	51.75	강원특별자치도 원주시 우산동 157 덕원아파트	강원특별자치도 원주시 원문로100번길 90, 상가동 1층 2호, 3호 (우산동, 덕원아파트)	무릉도원	37.362822681864145	127.93320508640745	564	0_addand_gae.jpg	5113011100.0
033 7662713	59.31	강원특별자치도 원주시 판부면 서곡리 1992-2번지	강원특별자치도 원주시 판부면 매봉길 22-10	더커피클럽	37.32068322480927	127.93985526844907	0	0_inthe_gae.jpg	5113038000.0
	76.81	강원특별자치도 강릉시 옥천동 300-1	강원특별자치도 강릉시 강릉대로 300 (옥천동)	커피쓰다	37.763305004143085	128.89849168677284	0	0_razo_gae.jpg	5115010900.0
033 652 5599	340.35	강원특별자치도 강릉시 강문동 146-7	강원특별자치도 강릉시 해안로 341, 지하1층 (강문동)	커피커퍼푸드코트	37.79408369919578	128.91294689960722	0	0_cartcar_gae.jpg	5115011300.0
033 648 2760	67.91	강원특별자치도 강릉시 구정면 어단리 산 314	강원특별자치도 강릉시 구정면 현천길 7, 바동 2층	(주)학산테라로사커피			788	0_112_gae.jpg	5115033000.0
	70.2	강원특별자치도 강릉시 교동 828-10	강원특별자치도 강릉시 옛강일길 37 (교동)	커피앤	37.76423465368563	128.88566202249086	0	0_tenne_gae.jpg	5115011000.0
033 652 5599	42.97	강원특별자치도 강릉시 강문동 146-7	강원특별자치도 강릉시 해안로 341, 1층 (강문동)	커피커퍼본점	37.79408369919578	128.91294689960722	0	0_house_gae.jpg	5115011300.0
	50.5	강원특별자치도 강릉시 옥천동 307-5	강원특별자치도 강릉시 중기2길 2 (옥천동)	차온커피	37.762883237802434	128.90020567015753	0	0_oct_gae.jpg	5115010900.0
	22.3	강원특별자치도 강릉시 성산면 구산리 277번지	강원특별자치도 강릉시 성산면 구산길 55	성산커피에스에스(SS)	37.71570563642896	128.82815939934443	0	0_dal_gae.jpg	5115031000.0
	38.93	강원특별자치도 원주시 우산동 109-11번지	강원특별자치도 원주시 상지대길 74 (우산동)	요거프레소(상지대점)	37.370227329821226	127.93181661224114	9	f_yoger_presso.jpg	5113011100.0
033 7441533	25.7	강원특별자치도 원주시 태장동 765-9번지	강원특별자치도 원주시 현충로 1 (태장동)	커피트리	37.35606277231887	127.9528823704717	0	0_theboy_gae.jpg	5113011200.0
033 744 9737	172.5	강원특별자치도 원주시 단계동 853-4	강원특별자치도 원주시 장미공원길 67-18, 지상1층 (단계동)	달꽃다방단계점	37.34586477534139	127.92850895097729	215	f_dalkkot.jpg	5113011000.0
	88.05	강원특별자치도 원주시 반곡동 1901-5 주연빌딩 1층, 101호	강원특별자치도 원주시 건강로 3, 주연빌딩 1층 101호 (반곡동)	커피마을	37.32688901172662	127.98345755680819	0	0_restto_gae.jpg	5113011700.0
	141.86	강원특별자치도 원주시 관설동 1677-3번지 1층	강원특별자치도 원주시 라옹정길 55, 1층 (관설동)	알리바바	37.32043093953374	127.95847471748517	53	f_alibaba.jpg	5113011600.0
033 764 4272	82.14	강원특별자치도 원주시 판부면 서곡리 752-1번지	강원특별자치도 원주시 판부면 용수골길 18	커피하우스별	37.30778787464924	127.92679873462316	0	0_gigle_gae.jpg	5113038000.0
070 75330032	64.38	강원특별자치도 원주시 무실동 1734-4번지 (104호)	강원특별자치도 원주시 만대공원길 8-10, 104호 (무실동)	카페어니스트	37.33718535692747	127.92597023298657	610	p_honest.jpg	5113011500.0
	94.96	강원특별자치도 강릉시 교동 1810-9	강원특별자치도 강릉시 하슬라로232번길 22-10 (교동)	커피볼드	37.76973756057184	128.8751962445008	0	0_oit_gae.jpg	5115011000.0
033 761 4988	260.51	강원특별자치도 원주시 판부면 서곡리 587-1번지 외1필지	강원특별자치도 원주시 판부면 남원로 245	커피잇	37.31340868823745	127.9261849171271	0	0_g_gae.jpg	5113038000.0
033 735 7354	91.9	강원특별자치도 원주시 문막읍 동화리 112	강원특별자치도 원주시 문막읍 원문로 1222	밤톨커피	37.33448040321313	127.85519414173464	0	0_puf_gae.jpg	5113025000.0
033 2647988	97.24	강원특별자치도 춘천시 석사동 750-10	강원특별자치도 춘천시 애막골길3번길 6, 1층 (석사동)	커피톡(coffee-talk)	37.865544605207276	127.74743744583691	0	0_razo_gae.jpg	5111012400.0
033 643 2113	97.8	강원특별자치도 강릉시 교동 1813-14	강원특별자치도 강릉시 가작로 13, 1층 (교동)	커피다	37.769451858881446	128.87420921467174	0	0_avelop_gae.jpg	5115011000.0
055 9315400	45.52	경상남도 합천군 야로면 월광리 331-1 1층	경상남도 합천군 야로면 가야산로 759 (1층)	물레방아 가든	35.737088410520386	128.15103879841936	311	f_mulle.jpg	4889034000.0
055 551 0150	38.3	경상남도 창원시 진해구 안골동 364-10	경상남도 창원시 진해구 안청로4번길 7, 1층 (안골동)	달리는커피진해용원점	35.09820794842682	128.8019423068161	22	f_running.jpg	4812916300.0
	101.95	경상남도 창원시 진해구 석동 646-6	경상남도 창원시 진해구 진해대로823번길 2, 1층 (석동)	커피문	35.15641394324862	128.70200103804797	0	0_pyoeng_gae.jpg	4812914000.0
	92.54	경상남도 창원시 진해구 경화동 1140-7	경상남도 창원시 진해구 태백로 33, 1층 (경화동)	커피하우스	35.155402491016524	128.67382037023782	0	0_offer_gae.jpg	4812913900.0
	43.2	경상남도 창원시 진해구 자은동 114 창원자은 에일린의 뜰 상가동 106호	경상남도 창원시 진해구 냉천로 235, 상가동 106호 (자은동, 창원자은 에일린의 뜰)	올데이커피(ALL DAY coffee)	35.15535428704759	128.71951572409887	719	p_alld_c.jpg	4812914200.0
	22.44	경상남도 창원시 진해구 장천동 422-6	경상남도 창원시 진해구 충장로657번길 28, 101-1호 (장천동)	매머드익스프레스(MAMMOTH EXPRESS)진해장천	35.130535592971306	128.70367635444074	19	f_mammoth_e.jpg	4812914500.0
	176.64	경상남도 합천군 대양면 정양리 101-14번지	경상남도 합천군 대양면 동부로 39-3	토프레소	35.55673056422333	128.16324153445694	26	f_topresso.jpg	4889041000.0
	61.33	경상남도 창원시 진해구 장천동 431-7 104호	경상남도 창원시 진해구 충장로657번길 20, 현대빌딩 104호 (장천동)	하삼동커피진해장천점	35.130651350293626	128.7028471265086	13	f_hasamdong.jpg	4812914500.0
		경상남도 밀양시 삼랑진읍 송지리 174-13번지	경상남도 밀양시 삼랑진읍 천태로 77-1	커피&...	35.400278295087794	128.83990300868885	0	0_phyps_gae.jpg	4827025000.0
055 9729829	88.94	경상남도 산청군 신안면 하정리 805-6번지	경상남도 산청군 신안면 지리산대로 3454	커피,블라썸	35.30407938774826	127.96701600595615	0	0_tou_gae.jpg	4886038000.0
055 352 2300	43.92	경상남도 밀양시 단장면 태룡리 403-4번지	경상남도 밀양시 단장면 국전로 3-3	비포커피앤베이커리	35.51484269419551	128.87301654343423	0	0_cartcar_gae.jpg	4827035000.0
055 863 2563	27.0	경상남도 남해군 남해읍 남변리 395-3	경상남도 남해군 남해읍 화전로 62, 1층	엄마손수제비	34.83675989343229	127.89159411654433	560	p_sonsu.jpg	4884025000.0
	16.24	경상남도 밀양시 내이동 703-24	경상남도 밀양시 중앙로 407-2 (내이동)	감성커피밀양내이점	35.496488021793446	128.74544463631372	20	f_gamseong.jpg	4827010200.0
		경상남도 밀양시 삼랑진읍 송지리 412-9번지	경상남도 밀양시 삼랑진읍 외송2길 5	고향커피&식당	35.394495262669295	128.83386332438815	0	0_pyoeng_gae.jpg	4827025000.0
	23.1	경상남도 양산시 상북면 석계리 104-3 1층	경상남도 양산시 상북면 상북중앙로 351, 1층	컴포즈커피 양산석계점	35.41497636005356	129.05740561554424	4	f_compose.jpg	4833033000.0
055 954 9808	85.25	경상남도 남해군 남해읍 북변리 470	경상남도 남해군 남해읍 화전로96번나길 27-9	필즈커피(FEELZ COFFEE)	34.84198710200542	127.89482699399154	0	0_teddy_gae.jpg	4884025000.0
055 5360770	19.4	경상남도 창녕군 부곡면 거문리 222-7	경상남도 창녕군 부곡면 온천중앙로 36	하삼동커피 창녕부곡점	35.439241269409656	128.58553640774954	13	f_hasamdong.jpg	4874042000.0
055 387 9288	149.0	경상남도 양산시 남부동 607-8번지 피닉스빌딩 201호	경상남도 양산시 양주로 46, 201호 (남부동, 피닉스빌딩)	알리바바	35.33137874105787	129.02536141269275	53	f_alibaba.jpg	4833010200.0
055 9440997	100.05	경상남도 거창군 거창읍 정장리 61-7번지	경상남도 거창군 거창읍 국농소2길 10	무릉식당	35.673529997509306	127.93334985900685	564	0_daylight_gae.jpg	4888025000.0
	273.75	경상남도 창녕군 부곡면 거문리 213-19번지	경상남도 창녕군 부곡면 온천2길 41	레이크힐스커피숍	35.44056882568218	128.5867150052104	500	p_hills.jpg	4874042000.0
055 945 6000	37.25	경상남도 거창군 남하면 무릉리 1410-1번지	경상남도 거창군 남하면 영서로 189	무릉도원	35.655775441292214	127.94596095115385	564	0_homal_gae.jpg	4888038000.0
055 572 2828	88.8	경상남도 의령군 의령읍 중동리 375-5번지	경상남도 의령군 의령읍 의병로 233	더리터 의령JS	35.32003362543354	128.25940031754064	16	f_the_liter.jpg	4872025000.0
055 834 5678	101.6	경상남도 사천시 용현면 송지리 423번지	경상남도 사천시 용현면 평송길 62-11	물레방아	35.010151331143625	128.05610496570472	311	f_mulle.jpg	4824033000.0
055 963 3159	21.06	경상남도 함양군 함양읍 용평리 607-107번지	경상남도 함양군 함양읍 중앙시장길 6-4	물레방아분식	35.51832971384299	127.72589594038959	311	f_mulle.jpg	4887025000.0
055 867 5988	266.02	경상남도 남해군 창선면 당항리 313	경상남도 남해군 창선면 동부대로 2801-3	엘가커피	34.901809841876535	128.02012244871128	0	0_nerdy_gae.jpg	4884039000.0
	105.99	경상남도 함양군 함양읍 운림리 326-6번지	경상남도 함양군 함양읍 상림3길 22-26	상림 물레방아 손두부	35.52188051700159	127.71861767905746	311	f_mulle.jpg	4887025000.0
055 354 7457	96.97	경상남도 밀양시 삼문동 34-43번지	경상남도 밀양시 중앙로 234-4 (삼문동)	제이앤커피	35.484421023122614	128.75529477492438	0	0_daylight_gae.jpg	4827010400.0
	130.8	경상남도 밀양시 단장면 구천리 2005-2번지	경상남도 밀양시 단장면 시전2길 14	물레방아	35.53215628006162	128.94084112440984	311	f_mulle.jpg	4827035000.0
	29.36	경상남도 거제시 장승포동 499-32	경상남도 거제시 장승포로 13 (장승포동)	하이오커피 장승포점	34.86800682707381	128.7227597500316	39	f_hio.jpg	4831010200.0
055 944 7001	114.3	경상남도 거창군 거창읍 상림리 783-11	경상남도 거창군 거창읍 거열로4길 7-12	거열로7-12 커피숍	35.68951036434395	127.90417020095936	0	0_cream_gae.jpg	4888025000.0
	78.09	경상남도 산청군 금서면 주상리 47-2번지	경상남도 산청군 금서면 경호로 27	플래닛커피 산청점	35.46424104908163	127.79327242709059	0	0_care_gae.jpg	4886034000.0
055973 8070	43.22	경상남도 산청군 시천면 사리 923-16번지	경상남도 산청군 시천면 남명1길 14	후후커피엔피자	35.277585605052955	127.83675620347758	0	0_cream_gae.jpg	4886036000.0
	60.3	경상남도 산청군 시천면 내대리 231-8번지	경상남도 산청군 시천면 삼신봉로 840	무릉도원	35.268383141549755	127.75615288107399	564	0_dangok_gae.jpg	4886036000.0
055 9728290	58.77	경상남도 산청군 시천면 원리 282-7번지	경상남도 산청군 시천면 남명로 59-8	물레방아식당	35.26881274738088	127.82439722256109	311	f_mulle.jpg	4886036000.0
	137.19	경상북도 칠곡군 왜관읍 왜관리 230-30번지 1층, 2층	경상북도 칠곡군 왜관읍 중앙로 194, 1층, 2층	커피니왜관역점	35.99235158897626	128.39635135865686	807	0_oct_gae.jpg	4785025000.0
054 973 2200	169.68	경상북도 칠곡군 왜관읍 삼청리 483-1번지 3층	경상북도 칠곡군 왜관읍 칠곡대로 1751, 3층	주커피경북왜관점	35.98371979173261	128.42114295558372	111	f_zoo.jpg	4785025000.0
054 5350225	58.2	경상북도 상주시 냉림동 299-1번지	경상북도 상주시 복룡냉림길 1 (냉림동)	피자타임커피타임	36.42007883629413	128.15990149744127	0	0_low_gae.jpg	4725010500.0
054 971 6699	39.2	경상북도 칠곡군 왜관읍 석전리 584-7 외 2필지	경상북도 칠곡군 왜관읍 석전로 69	토스트앤커피맛있는이야기	35.99962622516254	128.40208051954218	0	0_some_gae.jpg	4785025000.0
054 976 9998	33.7	경상북도 칠곡군 지천면 신리 408-9	경상북도 칠곡군 지천면 신동로6길 1	토스트&커피와맛있는이야기	35.956600305198386	128.4860366380691	0	0_back_gae.jpg	4785031000.0
054 9762060	36.47	경상북도 칠곡군 왜관읍 석전리 736-7	경상북도 칠곡군 왜관읍 석전로 42	커피아재	35.9977959388931	128.40019779924745	0	0_musto_gae.jpg	4785025000.0
	55.0	경상북도 칠곡군 북삼읍 인평리 1089-2번지	경상북도 칠곡군 북삼읍 금오대로8길 8	커피나무	36.06926424219111	128.34538371625237	76	f_namu.jpg	4785025300.0
054 654 0088	70.0	경상북도 예천군 예천읍 남본리 196-7	경상북도 예천군 예천읍 충효로 284	카페베네 경북예천점	36.65103385314902	128.45238002132237	23	f_caffebene.jpg	4790025000.0
054 9736060	640.17	경상북도 칠곡군 동명면 기성리 1004-1	경상북도 칠곡군 동명면 한티로 502, A동 1~2층	투썸플레이스칠곡동명점	36.00098663747968	128.59070782774393	3	f_twosome.jpg	4785032000.0
051 802 2155	17.68	부산광역시 부산진구 부전동 220-1	부산광역시 부산진구 중앙대로680번길 45-9, 1층 (부전동)	핑퐁커피서면직영점	35.15388572451958	129.05872160887182	260	f_pingpong.jpg	2623010300.0
051 8046699	20.46	부산광역시 부산진구 부전동 521-21	부산광역시 부산진구 서면로 33, 1층 (부전동)	플러스82커피 서면점	35.1536712519522	129.05464850692775	739	p_plus82.jpg	2623010300.0
	55.0	부산광역시 부산진구 범천동 846-1	부산광역시 부산진구 골드테마길 43, 1층 (범천동)	카페051범천점	35.14360246751487	129.0570016763071	25	f_cafe_051.jpg	2623010400.0
	33.0	부산광역시 부산진구 전포동 690-2	부산광역시 부산진구 서전로46번길 80, 1층 (전포동)	칸트커피하우스	35.1541308157394	129.06183058392574	0	0_musto_gae.jpg	2623010200.0
	98.34	부산광역시 부산진구 부전동 418-2번지 지상1층전부	부산광역시 부산진구 가야대로755번길 23 (부전동, 지상1층전부)	커피스가모 인 서면(Coffee Sugamo in Seomyun)	35.15880121061407	129.05112994545982	0	0_oaat_gae.jpg	2623010300.0
051 8180500	170.0	부산광역시 부산진구 초읍동 217-13 지하1~1층	부산광역시 부산진구 성지로 87-1, 지하1~1층 (초읍동)	프랭클린커피로스터스	35.17832215268069	129.05029078253327	0	0_duet_gae.jpg	2623010700.0
	95.0	부산광역시 부산진구 전포동 680-5	부산광역시 부산진구 서전로38번길 39, 1,2층 (전포동)	커널커피	35.15591331067948	129.06107360815236	0	0_musto_gae.jpg	2623010200.0
042 5273337	86.46	대전광역시 중구 태평동 346-2	대전광역시 중구 태평로152번길 10 (태평동)	대전커피	36.32955221214776	127.39406004177215	0	0_gaudi_gae.jpg	3014011400.0
042 273 5001	97.36	대전광역시 동구 가오동 659번지 덕산빌딩	대전광역시 동구 은어송로 42-25, 덕산빌딩 2층 201호 (가오동)	더빈스커피	36.30545071787177	127.45269695640226	0	0_cartcar_gae.jpg	3011010500.0
042 2747328	92.77	대전광역시 동구 신촌동 411-4	대전광역시 동구 회남로275번길 123 (신촌동)	롤라커피(Lolla coffee)	36.373671072573025	127.50122782536945	0	0_sou_gae.jpg	3011013100.0
	29.0	대전광역시 동구 인동 358 동대전 농협, 1층	대전광역시 동구 계족로 63, 1층 (인동, 동대전 농협)	달콤한커피	36.320246423159304	127.44016528006058	0	0_112_gae.jpg	3011010200.0
	51.25	대전광역시 동구 용전동 142-9	대전광역시 동구 계족로424번길 41 (용전동)	첫눈애커피	36.34961837443034	127.43177655854042	0	0_meltdo_gae.jpg	3011011500.0
042 221 9376	74.21	대전광역시 중구 은행동 72-1 2층(은행동,24,25)	대전광역시 중구 대종로480번길 50 (은행동 24,25) 2층 (은행동)	메가MGC커피대전은행점2	36.32820311134673	127.42631630748544	2	f_mega_mgc.jpg	3014010100.0
	71.02	대전광역시 중구 오류동 153-1	대전광역시 중구 계룡로874번길 13 (오류동)	컴포즈커피서대전네거리점	36.32310635597733	127.40751886995139	4	f_compose.jpg	3014011300.0
070 88485385	34.2	대전광역시 중구 선화동 43-2 (1층)	대전광역시 중구 중앙로121번길 16, 1층 (선화동)	감성커피대전중앙로점	36.32845586714127	127.42026075709668	20	f_gamseong.jpg	3014010200.0
042 535 9961	230.72	대전광역시 중구 태평동 408-11 (1층)	대전광역시 중구 태평로 83 (태평동,(1층))	투썸플레이스삼부스포렉스점	36.324217192899106	127.39091273665092	3	f_twosome.jpg	3014011400.0
	75.0	대전광역시 동구 삼성동 304-35번지 1층	대전광역시 동구 옛신탄진로 15, 1층 (삼성동)	커피프렌드식당	36.34218062874792	127.422160984463	0	0_puf_gae.jpg	3011011800.0
042 222 7444	82.5	대전광역시 중구 문화동 1-13 (별관1층)	대전광역시 중구 계백로1716번길 18 (문화동)	아임일리터문화점	36.32108049776887	127.40691941052602	51	f_im1l.jpg	3014011600.0
	259.7	대전광역시 동구 구도동 156-5번지	대전광역시 동구 산내로 1217-14 (구도동)[*미고시]	투썸플레이스 남대전IC점	36.27341503516433	127.46988331798033	3	f_twosome.jpg	3011014200.0
0437328581	205.45	대전광역시 동구 하소동 458-1 1층	대전광역시 동구 산내로 190, 1층 (하소동)	투썸플레이스 대전만인산점	36.20453799485187	127.4398711924562	3	f_twosome.jpg	3011014500.0
	90.6	대전광역시 동구 용운동 306-1번지	대전광역시 동구 용운로 152, 2층 (용운동)	이층커피집식당	36.327974851407625	127.45640862180714	0	0_inthe_gae.jpg	3011010900.0
042 545 2121	124.26	대전광역시 서구 관저동 1518 111,112,113호	대전광역시 서구 구봉로131번길 38, 111,112,113호 (관저동)	로맨틱커피	36.29805896903333	127.33490020817456	0	0_oaat_gae.jpg	3017011600.0
